,nyt_img_id,caption,perturbed_caption_1,goog_img_id_1,perturbed_caption_2,goog_img_id_2,perturbed_caption_3,goog_img_id_3
149,00cc8909-90bb-5b95-a766-32b7db025d03,"When tens of thousands of students took to the streets of Spain to protest new education laws in 1987, riot police officers violently dispersed the demonstrators, firing tear gas and rubber bullets. As a 20-year-old freelancer in Madrid, I was photographing these events for Reuters alongside other accredited photojournalists who wore green armbands to identify and protect them from police assaults.",Students in Spain took to the streets to protest new education laws in 1987,00cc8909-90bb-5b95-a766-32b7db025d03_cap0_3,riot police officers,00cc8909-90bb-5b95-a766-32b7db025d03_cap2_2,tens of thousands of students,00cc8909-90bb-5b95-a766-32b7db025d03_cap1_1
150,080bb14d-3674-50e3-a46e-ce34d1707f6f,"Ruby Washington was an intensely private person. Her daughter, Courtney, said she had no idea her mother was the first African-American woman to become a staff photographer at The New York Times. Her editors said that while she won awards, she didnt go to galas to accept them. And when she fell ill with breast cancer in 2010, many of her colleagues had no clue, since she kept on working.",Ruby Washington was the first African-American woman to become a staff photographer at The New,080bb14d-3674-50e3-a46e-ce34d1707f6f_cap0_3,"Her daughter, Courtney,",080bb14d-3674-50e3-a46e-ce34d1707f6f_cap1_1,many of her colleagues,080bb14d-3674-50e3-a46e-ce34d1707f6f_cap2_2
151,0d2a49b6-4ed2-52b6-b421-eff0bb41fadc,"Adam Ferguson was named Photographer of the Year in the 75th Pictures of the Year International competition, for work on assignment for The New York Times. Newspaper Photographer of the Year went to Magnus Wennman of Aftonbladet, a Swedish tabloid.",Adam Ferguson was named Photographer of the Year for work on assignment for The New York Times,0d2a49b6-4ed2-52b6-b421-eff0bb41fadc_cap0_2,Newspaper Photographer of the Year,0d2a49b6-4ed2-52b6-b421-eff0bb41fadc_cap1_2,Adam Ferguson,0d2a49b6-4ed2-52b6-b421-eff0bb41fadc_cap2_2
152,10905263-61f2-5c73-9eb2-f395bd841e29,Lorenzo Tugnoli was awarded the Pulitzer Prize for feature photography for images of Yemens devastating civil war that he made while on assignment for The Washington Post. The staff of Reuters won the Pulitzer for breaking news photography for its images exploring the plight of migrants headed to the United States.,Lorenzo Tugnoli was awarded the Pulitzer Prize for feature photography for images,10905263-61f2-5c73-9eb2-f395bd841e29_cap0_0,Lorenzo Tugnoli,10905263-61f2-5c73-9eb2-f395bd841e29_cap2_3,The staff of Reuters,10905263-61f2-5c73-9eb2-f395bd841e29_cap1_2
153,2e59cc24-9767-5cf8-a445-5734769aac55,"In 1986, Rabbi Harold Schulweis recruited Malka Drucker, a childrens book author, and Gay Block, a fine art portrait photographer, to embark on a project documenting Rescuers, non-Jewish Europeans who risked torture and death to save Jews during the Holocaust. There were ceremonies for these brave souls at Yad Vashem, the Holocaust Memorial in Jerusalem, where they were honored and trees were planted.","the Holocaust Memorial in Jerusalem, where they were honored and trees",2e59cc24-9767-5cf8-a445-5734769aac55_cap1_3,Non-Jewish Europeans risked torture and death to save Jews during the Holocaust,2e59cc24-9767-5cf8-a445-5734769aac55_cap0_2,Rabbi Harold Schulweis,2e59cc24-9767-5cf8-a445-5734769aac55_cap2_0
154,370fe9c4-44b3-56ea-8a54-1a22922baf3d,"Sim Chi Yin has won the seventh annual Getty Images and Chris Hondros Fund Award, which was established in honor of Mr. Hondros, who was killed in Libya in April 2011 along with the photographer and filmmaker Tim Hetherington.",Sim Chi Yin has won the seventh annual Getty Images and Chris Hondros Fund Award,370fe9c4-44b3-56ea-8a54-1a22922baf3d_cap0_3,Sim Chi Yin,370fe9c4-44b3-56ea-8a54-1a22922baf3d_cap2_0,Sim Chi Yin,370fe9c4-44b3-56ea-8a54-1a22922baf3d_cap1_3
155,37cb50a2-f267-54ba-a966-dd2aee16140e,"Jaime Permuth never forgot the day 20 years ago when he met Olmedo Renteria on the subway. How could he? With his tuxedo, red shirt and courtly manner, Mr. Renteria cut quite a figure among the weary commuters. But after that first encounter, he disappeared, which is not unusual.",Olmedo Renteria cut quite a figure among the weary commuters,37cb50a2-f267-54ba-a966-dd2aee16140e_cap0_2,Olmedo Renteria,37cb50a2-f267-54ba-a966-dd2aee16140e_cap2_0,Jaime Permuth,37cb50a2-f267-54ba-a966-dd2aee16140e_cap1_0
156,39743248-b004-5996-804f-38e751f5eebb,"Perched inside his apartment 12 stories above Washington Square Park, Andre Kertesz beheld a cityscape of trees, rooftops and snow-covered paths. Caught between distance and intimacy, his images revealed with affection and longing a Hungarian \xe9migr\xe9 who was an outsider in his adopted land.","12 stories above Washington Square Park,",39743248-b004-5996-804f-38e751f5eebb_cap1_2,Andre Kertesz's images reveal a Hungarian émigré who was an,39743248-b004-5996-804f-38e751f5eebb_cap0_2,Andre Kertesz,39743248-b004-5996-804f-38e751f5eebb_cap2_3
157,491b3490-2b4a-52b5-87db-232b0e72e9e1,The images Ozier Muhammad saw in Life magazine while growing up in Chicago during the 1960s inspired him to become a photographer.,Ozier Muhammad,491b3490-2b4a-52b5-87db-232b0e72e9e1_cap2_3,Ozier Muhammad was inspired to become a photographer by Life magazine,491b3490-2b4a-52b5-87db-232b0e72e9e1_cap0_0,The images Ozier Muhammad saw in Life magazine while growing up in Chicago during the 1960s,491b3490-2b4a-52b5-87db-232b0e72e9e1_cap1_3
158,49e74e61-8800-56bb-a5db-4ac974f579af,"In the South Bronxs Melrose neighborhood, second only to Times Square as New Yorks busiest, residents may soon find plenty of reasons to stop and enjoy the view.",Melrose,49e74e61-8800-56bb-a5db-4ac974f579af_cap2_3,Bronxs,49e74e61-8800-56bb-a5db-4ac974f579af_cap1_2,Melrose is second only to Times Square as New York's busiest neighborhood,49e74e61-8800-56bb-a5db-4ac974f579af_cap0_2
159,4a6fcf3d-8689-5eb9-aef5-51475923861d,"If there is a pantheon of black action heroes, John Shaft is a shoo-in. The suave private eye with a heart  and a mission  has endured for almost half a century. Now as Richard Roundtree reprises his iconic role for the film franchises fifth installment, Samuel L. Jackson and Jessie T. Usher Jr. join him as family members fighting injustice (and looking cool, all the while).",Richard Roundtree reprises his iconic role for the film franchises fifth installment,4a6fcf3d-8689-5eb9-aef5-51475923861d_cap0_2,The suave private eye with a heart  and a mission  ,4a6fcf3d-8689-5eb9-aef5-51475923861d_cap2_2,Samuel L. Jackson and Jessie T. Usher Jr.,4a6fcf3d-8689-5eb9-aef5-51475923861d_cap1_2
160,4aab5d83-bed6-5822-812c-950e3d81585a,"On some Fridays, Latif Al Ani walks around Mutanabbi Street, the heart of Baghdads intellectual life, with its bookshops and cafes. When he does go, he nurtures a faint hope that he will, amid the rows of stalls selling books, maps and photographs, stumble across an old possession.  his pictures.",Latif Al Ani,4aab5d83-bed6-5822-812c-950e3d81585a_cap2_0,"Latif Al Ani walks around Mutanabbi Street, the heart of Baghd",4aab5d83-bed6-5822-812c-950e3d81585a_cap0_3,Latif Al Ani,4aab5d83-bed6-5822-812c-950e3d81585a_cap1_3
161,4bcc82a1-b08c-566c-a3bb-26f2d6e42462,"Dayanita Singh, an Indian photographer who has for years experimented with new book formats for displaying her work, has created a new form of presentation which will be featured at Callicoon Fine Arts gallery in New York. She spoke with Lens co-editor James Estrin about editing and designing books. Their conversation has been edited for clarity and brevity.","Dayanita Singh, an Indian photographer, has created a new form of presentation",4bcc82a1-b08c-566c-a3bb-26f2d6e42462_cap0_3,"Dayanita Singh, an Indian photographer who has for years experimented with new book formats for displaying her work,",4bcc82a1-b08c-566c-a3bb-26f2d6e42462_cap1_3,Dayanita Singh,4bcc82a1-b08c-566c-a3bb-26f2d6e42462_cap2_3
162,4f1ce6da-6bc8-51cb-b120-69f083d6493a,"As a teenager growing up in Ecuador, Johis Alarc\xf3n was mesmerized by hip-hop culture. As a visual person, she took up cans of spray paint and started doing graffiti. And the music she and her friends listened to had an urgent beat that piqued their curiosity.","As a teenager growing up in Ecuador, Johis Alarcón was mesmerized by",4f1ce6da-6bc8-51cb-b120-69f083d6493a_cap0_0,Ecuador,4f1ce6da-6bc8-51cb-b120-69f083d6493a_cap2_0,she and her friends,4f1ce6da-6bc8-51cb-b120-69f083d6493a_cap1_2
163,52338f51-dea7-5700-9afc-451644e93f48,"When Emilienne Malfatto first stepped foot in Sinjar, a remote massif in northwestern Iraq, she felt that everything, even time itself, was suspended.","Emilienne Malfatto first stepped foot in Sinjar, a remote massif in",52338f51-dea7-5700-9afc-451644e93f48_cap0_0,Sinjar,52338f51-dea7-5700-9afc-451644e93f48_cap2_2,Emilienne Malfatto,52338f51-dea7-5700-9afc-451644e93f48_cap1_3
164,5765b7c2-8f6c-5488-a6c2-7bc2e304d6b0,"In Misty Keaslers experience, the thing thats most likely to make people scream at a commercial haunted house is the least interesting thing to photograph.",Misty Keaslers,5765b7c2-8f6c-5488-a6c2-7bc2e304d6b0_cap2_3,"In Misty Keaslers experience, the thing thats most likely to make people scream at",5765b7c2-8f6c-5488-a6c2-7bc2e304d6b0_cap0_0,the thing thats most likely to make people scream at a commercial haunted house,5765b7c2-8f6c-5488-a6c2-7bc2e304d6b0_cap1_0
165,5aeb23a0-98fc-5862-b48b-15eb4307d005,"As Rocco Rorandelli documented the Balkan journey of Syrian refugees from Greece to Germany, he discovered rural landscapes plagued by explosive reminders of a past war.  land mines.",Rocco Rorandelli,5aeb23a0-98fc-5862-b48b-15eb4307d005_cap1_2,Greece,5aeb23a0-98fc-5862-b48b-15eb4307d005_cap2_3,Rocco Rorandelli documented the Balkan journey of Syrian refugees from Greece,5aeb23a0-98fc-5862-b48b-15eb4307d005_cap0_0
166,5e880573-8a49-502d-923b-792705331d7b,"Daniel Edwards was scrolling through his Facebook feed in the summer of 2016, when he came upon a viral video of Diamond Reynolds who, in a calm panic was recounting how a police officer in St. Anthony, Minn., shot and killed her boyfriend, Philando Castile, during a routine traffic stop.","Daniel Edwards was scrolling through his Facebook feed in the summer of 2016, when he came",5e880573-8a49-502d-923b-792705331d7b_cap0_1,Daniel Edwards,5e880573-8a49-502d-923b-792705331d7b_cap2_1,"a police officer in St. Anthony, Minn.,",5e880573-8a49-502d-923b-792705331d7b_cap1_2
167,607375b6-cf22-592a-9a01-60ee73073e8a,"Between the Blocks began by chance. In 2013, the photographer Anna Liminowicz was visiting a friend in Gdansk, Poland, who was to be her subject for a photography assignment at the University of Warsaw. This friend had guests.  Honorata, 41.  her daughter Natalia, 19.  and her partner, Agnieszka, 31. Anna immediately felt at home with them, drawn to their rawness, warmth and honesty. When the trio took a nap together on the couch, Anna took their picture.","Photographer Anna Liminowicz was visiting a friend in Gdansk, Poland",607375b6-cf22-592a-9a01-60ee73073e8a_cap0_1,the photographer Anna Liminowicz,607375b6-cf22-592a-9a01-60ee73073e8a_cap2_3,"her daughter Natalia, 19",607375b6-cf22-592a-9a01-60ee73073e8a_cap1_1
168,627504ec-978b-52e1-8c91-b1419f16bcd1,"John P. Jacob first saw Diane Arbuss work in 1980 while taking a college photo class to help him in his chosen career of architectural preservation. The effect of her images was so powerful that he dreamed about them every night for the next week. He then decided to dedicate his life to photography, eventually becoming the curator of photography at the Smithsonian American Art Museum.",John P,627504ec-978b-52e1-8c91-b1419f16bcd1_cap0_2,The effect of her images,627504ec-978b-52e1-8c91-b1419f16bcd1_cap2_3,John P. Jacob,627504ec-978b-52e1-8c91-b1419f16bcd1_cap1_1
169,6854a780-765f-5a97-8ec0-f72b558c5485,"To experience Lola Flashs portraits is to come face to face, eye to eye, with a subject who will not stay on the margins or in the shadows. From classic portraits of accomplished older women and rich-hued photos of cultural trendsetters to portraits of people who question gradations of skin color or gender roles, her images are hardly mute. They are strong, dignified, happy and proud.",Lola Flashs,6854a780-765f-5a97-8ec0-f72b558c5485_cap2_1,Lola Flashs portraits,6854a780-765f-5a97-8ec0-f72b558c5485_cap1_1,"Lola Flashs' portraits are strong, dignified, happy and proud",6854a780-765f-5a97-8ec0-f72b558c5485_cap0_2
170,72da0995-b2e8-507a-bc4d-3ca2604d92bc,"To look at Paula Bronsteins images of the elderly people trapped in Ukraine is to see lives frozen by conflict. Through bitterly cold winters, residents board up their windows and try to avoid shelling and frostbite. When the ground thaws in the summer, those who are physically able tend to their gardens before being sent back inside to stay out of firing range.",To look at Paula Bronsteins images of the elderly people trapped in Ukraine,72da0995-b2e8-507a-bc4d-3ca2604d92bc_cap1_0,Residents board up their windows and try to avoid shelling and frostbite,72da0995-b2e8-507a-bc4d-3ca2604d92bc_cap0_3,those who are physically able,72da0995-b2e8-507a-bc4d-3ca2604d92bc_cap2_2
171,7aaf52f2-3c36-5281-84d6-2ec3d780528d,"A glamorous woman, dressed in jeans, a shirt and a vest, looks into the camera. Her full-on Afro and styling are retro, a homage, perhaps, to 1970s Blaxploitation stars like Pam Grier and Tamara Dobson. But one telling detail, the high-school yearbook she is holding, reminds us that the image is more than a fashion photograph. The schools location, Braddock, Pa., is the struggling hometown of the subject, LaToya Ruby Frazier.","The schools location, Braddock, Pa.,",7aaf52f2-3c36-5281-84d6-2ec3d780528d_cap2_2,Her full-on Afro and styling,7aaf52f2-3c36-5281-84d6-2ec3d780528d_cap1_1,"LaToya Ruby Frazier is the subject of a new film, ""The Color Purple",7aaf52f2-3c36-5281-84d6-2ec3d780528d_cap0_1
172,81333b14-e151-5044-9b11-452b69bd631b,"As a sub-zero blizzard raged outside, Ronghui Chen pushed open a glass window to let in a gust of cold air.","As a sub-zero blizzard raged outside, Ronghui Chen pushed open a",81333b14-e151-5044-9b11-452b69bd631b_cap0_3,a sub-zero blizzard,81333b14-e151-5044-9b11-452b69bd631b_cap1_0,Ronghui Chen,81333b14-e151-5044-9b11-452b69bd631b_cap2_3
173,8537746f-2f36-53b7-9113-a458b46cf63e,"Ver\xf3nica Sanchis Bencomo never knew what she would encounter when she worked helping to archive photo books and other items at the library of the International Center of Photography. The experience was an education in itself for Ms. Sanchis Bencomo, a Venezuelan photographer, but not in the way you might imagine.",Verónica Sanchis Bencomo,8537746f-2f36-53b7-9113-a458b46cf63e_cap2_3,Verónica Sanchis Bencomo worked at the International Center of Photography,8537746f-2f36-53b7-9113-a458b46cf63e_cap0_0,Verónica Sanchis Bencomo,8537746f-2f36-53b7-9113-a458b46cf63e_cap1_1
174,858393db-6142-594c-b971-d0500e99ebbf,"Its hard to be stuck in a studio while longing to enjoy life outside. Brassa\xef, famed for his classic images of Paris, was neither a photographer nor a Parisian  he wanted to be a painter. But once he arrived in Paris in 1924, he gave up his brushes. The fact was, he was so attracted to Parisian life that he said he had no interest in confining himself to the four walls of an atelier all alone.",Brassaï,858393db-6142-594c-b971-d0500e99ebbf_cap2_3,Brassaï was a painter by trade but decided to move to Paris in 1924,858393db-6142-594c-b971-d0500e99ebbf_cap0_0,"Brassaï, famed for his classic images of Paris,",858393db-6142-594c-b971-d0500e99ebbf_cap1_1
175,8760cdc0-3bdc-5368-ba56-b3cb8e031a50,John Moores dramatic image of a 2-year-old Honduran asylum seeker crying as her mother was searched and detained near the U.S.-Mexico border has been named the photo of the year in the 2019 World Press Photo contest.,John Moores,8760cdc0-3bdc-5368-ba56-b3cb8e031a50_cap2_0,John Moores dramatic image of Honduran asylum seeker crying as her mother was searched and,8760cdc0-3bdc-5368-ba56-b3cb8e031a50_cap0_1,dramatic image of a 2-year-old Honduran asylum seeker crying as her mother was searched and detained near the U.S.-Mexico border,8760cdc0-3bdc-5368-ba56-b3cb8e031a50_cap1_3
176,87cad5c3-1e71-5ec1-8ff0-03bd89d94a15,"Graciela Iturbide may be one of the most renowned photographers working today. Five decades into her journey with a camera, her work, most famously in indigenous communities in her native Mexico, has achieved that rare trifecta  admired by critics, revered by fellow photographers and adored by the public. She continues to travel, photograph and exhibit all over the world.",Graciela Iturbide,87cad5c3-1e71-5ec1-8ff0-03bd89d94a15_cap2_1,Graciela Iturbide is one of the most renowned photographers working today,87cad5c3-1e71-5ec1-8ff0-03bd89d94a15_cap0_3,"Five decades into her journey with a camera, her work, most famously in indigenous communities in her native Mexico,",87cad5c3-1e71-5ec1-8ff0-03bd89d94a15_cap1_1
177,87f08d81-1751-5c48-8632-4bed91b4398e,"Deadly police shootings are an unfortunate staple of American journalism. Ive covered a bunch of them in my time as a newspaperman, as both a reporter and an editor.  Sixty-six-year-old Eleanor Bumpurs, killed by a white cop in the Bronx.  13-year-old Nicholas Heyward Jr., armed only with a toy gun, shot dead by a black officer while playing cops and robbers in a Brooklyn housing project. Then there was Ray Cannon, a newly married white cop, shot between the eyes by a black teenager during a stickup in a bicycle shop.  or Omar Edwards, a black cop who was a star running back on the Police Departments football team, killed by a white colleague as Officer Edwards, in plain clothes and with pistol drawn, chased a thief down a Harlem street.",Eleanor Bumpurs,87f08d81-1751-5c48-8632-4bed91b4398e_cap2_0,Deadly police shootings are an unfortunate staple of American journalism,87f08d81-1751-5c48-8632-4bed91b4398e_cap0_2,Deadly police shootings,87f08d81-1751-5c48-8632-4bed91b4398e_cap1_3
178,881ef2d5-dac0-586a-a139-59371192386e,"One minute Patricia Espitia was strolling down a street in Bogot\xe1, Colombia, holding her 5-year-old daughters hand, a picture of all thats right in the world.",Patricia Espitia,881ef2d5-dac0-586a-a139-59371192386e_cap2_1,"Patricia Espitia was strolling down a street in Bogotá, Colombia,",881ef2d5-dac0-586a-a139-59371192386e_cap0_3,her 5-year-old daughters,881ef2d5-dac0-586a-a139-59371192386e_cap1_2
179,905aca7e-6733-56b6-855d-e4d40041511b,"Thirty-four years after his death, Garry Winogrands photographs continue to charm, befuddle and amaze viewers. A new book, The Street Philosophy of Garry Winogrand, takes 100 photos and pairs each with an essay by Geoff Dyer. The experience was daunting, especially sifting through the stream of images shot in his prolific final years. But it was also quite the revelation. Jordan Teicher spoke with Mr. Dyer about the book, which was published by the University of Texas Press. Their conversation has been edited.",Garry Winogrands photographs,905aca7e-6733-56b6-855d-e4d40041511b_cap1_1,"A new book, The Street Philosophy of Garry Winogrand,",905aca7e-6733-56b6-855d-e4d40041511b_cap2_2,"A new book, The Street Philosophy of Garry Winogrand, takes 100 photos and",905aca7e-6733-56b6-855d-e4d40041511b_cap0_3
180,92a10a0b-79b9-5c86-b5ee-86bd78414ab2,"Hannah Starkey knew she was pushing back against expectations when she unveiled a collection of seven images  large, color, constructed photographs exclusively depicting women  at her Royal College of Art graduation exhibition in 1997.",Hannah Starkey,92a10a0b-79b9-5c86-b5ee-86bd78414ab2_cap1_2,"Hannah Starkey unveiled a collection of seven large, color, constructed photographs exclusively",92a10a0b-79b9-5c86-b5ee-86bd78414ab2_cap0_2,Royal College of Art,92a10a0b-79b9-5c86-b5ee-86bd78414ab2_cap2_3
181,9e268214-0e26-58b0-aef0-aa22d50f6f52,Liu Heung Shing looked outside the car window.  an imposing portrait of Mao Zedong had disappeared from the east side of Tiananmen Square. It was 1981.,Liu Heung Shing,9e268214-0e26-58b0-aef0-aa22d50f6f52_cap1_2,Liu Heung Shing,9e268214-0e26-58b0-aef0-aa22d50f6f52_cap2_0,Liu Heung Shing looked outside the car window,9e268214-0e26-58b0-aef0-aa22d50f6f52_cap0_2
182,a11a6d31-773b-52ea-8393-1dcd7b271897,"The American photographer Chris Hondros was running for cover on a day of heavy shelling during the height of Liberias civil war on July 21, 2003, when he came across the body of Lasana Harding, a schoolboy killed only moments earlier. The boy, dressed in blue trousers and a white shirt, lay face down in the dirt bleeding from a head wound, the handle of a torn plastic shopping bag still looped through his fingers.","The boy, dressed in blue trousers and a white shirt,",a11a6d31-773b-52ea-8393-1dcd7b271897_cap2_0,The American photographer,a11a6d31-773b-52ea-8393-1dcd7b271897_cap1_3,Photographer Chris Hondros came across the body of Lasana Harding during the height of,a11a6d31-773b-52ea-8393-1dcd7b271897_cap0_2
183,a321e160-8cf8-51a6-a5e9-69bfbe9385a1,"Over the last 20 years, the Chobi Mela photo festival in Dhaka has become one of the worlds premier photo events, featuring rigorously curated exhibits and animated discussions about the mediums place today. It is a beacon for advocates of greater inclusion in the photo world, as well as those seeking freedom of speech in Bangladesh.",Chobi Mela is one of the world's premier photo events,a321e160-8cf8-51a6-a5e9-69bfbe9385a1_cap0_3,the Chobi Mela photo festival in Dhaka,a321e160-8cf8-51a6-a5e9-69bfbe9385a1_cap1_3,Chobi Mela,a321e160-8cf8-51a6-a5e9-69bfbe9385a1_cap2_3
184,aa3c5d7c-985e-51ea-aabd-521c66deb2b8,"Downtown, on the sidewalk outside the Oscar de la Renta show during New York Fashion Week, one photographer stands out among the many clamoring to get a picture of the model Theodora Quinlivan, known as Teddy, as she leaves the show. Wearing a bright pink Julian David coat, the street-style photographer Phil Oh is beloved by the many fashion editors and models who stop to greet him as they leave the show.",Teddy,aa3c5d7c-985e-51ea-aabd-521c66deb2b8_cap2_2,Theodora Quinlivan,aa3c5d7c-985e-51ea-aabd-521c66deb2b8_cap1_2,Phil Oh is beloved by the many fashion editors and models who stop to greet him as,aa3c5d7c-985e-51ea-aabd-521c66deb2b8_cap0_2
185,ac1856f6-74e6-5094-88d8-99811a7cc978,"In To Survive on This Shore, the photographer Jess T. Dugan and the professor Vanessa Fabbre have created a road map, archive and remarkably moving body of work about a group almost entirely left out of many narratives.  older transgender and gender variant people.",Jess T. Dugan,ac1856f6-74e6-5094-88d8-99811a7cc978_cap2_1,"In To Survive on This Shore, the photographer Jess T",ac1856f6-74e6-5094-88d8-99811a7cc978_cap0_0,the photographer Jess T. Dugan and the professor Vanessa Fabbre,ac1856f6-74e6-5094-88d8-99811a7cc978_cap1_1
186,ad1f76b1-f1f8-511d-9460-faee56103949,"After Mengwen Cao moved to New York from China, she started to feel like she was straddling two different worlds. To her friends and family back home, she had become too American. In New York, she said, she was always a foreigner.",New York,ad1f76b1-f1f8-511d-9460-faee56103949_cap2_0,Mengwen Cao,ad1f76b1-f1f8-511d-9460-faee56103949_cap1_0,Mengwen Cao moved to New York from China,ad1f76b1-f1f8-511d-9460-faee56103949_cap0_2
187,afad4cb3-92d4-5cab-b486-404cdedf628b,"Los Angeless siren song has proved hard to resist to countless New Yorkers, from the Brooklyn Dodgers to assorted creative types, average joes, and celebrity chefs. Later this week, you can add the photography festival Photoville to the growing list of Gothamites looking westward.",Photoville is a photography festival held in Los Angeles,afad4cb3-92d4-5cab-b486-404cdedf628b_cap0_0,Los Angeless siren song,afad4cb3-92d4-5cab-b486-404cdedf628b_cap1_0,Los Angeless,afad4cb3-92d4-5cab-b486-404cdedf628b_cap2_3
188,b1e020bd-eba6-5e43-b0b7-602893a6d698,"The radiant photograph shows Duke Ellington at the piano, his hands dancing across the keyboard. Behind him, a drummer lifts his arms joyously in the air. It is the type of club photo we have seen many times, often taken in famous venues like the Savoy Ballroom, Caf\xe9 Society or the Cotton Club.",Duke Ellington,b1e020bd-eba6-5e43-b0b7-602893a6d698_cap2_3,The radiant photograph,b1e020bd-eba6-5e43-b0b7-602893a6d698_cap1_2,"The radiant photograph shows Duke Ellington at the piano, his hands dancing across the",b1e020bd-eba6-5e43-b0b7-602893a6d698_cap0_0
189,b200bccb-6bce-5ec1-a6d2-1c5d46a9dd2b,Chang W. Lee cried as he photographed the opening of the Winter Olympic Games.,Chang W,b200bccb-6bce-5ec1-a6d2-1c5d46a9dd2b_cap0_2,Chang W. Lee,b200bccb-6bce-5ec1-a6d2-1c5d46a9dd2b_cap1_1,Chang W. Lee,b200bccb-6bce-5ec1-a6d2-1c5d46a9dd2b_cap2_2
190,b4a6496f-ba38-5609-8816-3653c8e53468,"A six-month grant from the Uganda Press Photo Award spurred Esther Mbabazi to document what it is like to be a teenager in Uganda, where half the countrys citizens are under 16. The topic was fresh in her memory.  She herself was only 23.",Esther Mbabazi was given a six-month grant from the Uganda Press Photo,b4a6496f-ba38-5609-8816-3653c8e53468_cap0_3,half the countrys citizens,b4a6496f-ba38-5609-8816-3653c8e53468_cap1_3,A six-month grant from the Uganda Press Photo Award,b4a6496f-ba38-5609-8816-3653c8e53468_cap2_2
191,c576b4c6-3dc8-5851-a845-1426df41edc9,"In the secular architecture of New York, few houses of worship invite more devotion than our massive sports venues, built on the holy commandments of tax abatements and corporate sponsorship. Nowhere are more elevated hopes kindled or dashed.  nowhere else can 20,000 people simultaneously decide that the 25-year-old guy who earns $8 million a year is a total loser.",the 25-year-old guy who earns $8 million a year,c576b4c6-3dc8-5851-a845-1426df41edc9_cap1_1,few houses of worship,c576b4c6-3dc8-5851-a845-1426df41edc9_cap2_2,"In the secular architecture of New York, few houses of worship invite more devotion",c576b4c6-3dc8-5851-a845-1426df41edc9_cap0_1
192,c5eb6bdc-b6e9-51eb-b6cf-965a80198312,"Mojgan Ghanbari was assigned in 2017 to submit a photo essay on borders to the Joop Swart Masterclass, a workshop for up-and-coming young photographers. She had been documenting the lives of young women in Iran, her home country, for a series titled Zanan, or women in Persian. That project earned her a $10,000 grant from Getty Images and inspired her to explore another side of femininity.  the relationship between mothers and daughters.",Mojgan Ghanbari,c5eb6bdc-b6e9-51eb-b6cf-965a80198312_cap1_0,Joop Swart Masterclass,c5eb6bdc-b6e9-51eb-b6cf-965a80198312_cap2_3,Mojgan Ghanbari was assigned in 2017 to submit a photo essay on,c5eb6bdc-b6e9-51eb-b6cf-965a80198312_cap0_3
193,c65f6ced-64de-5256-9492-7bf5bc9185bf,"Andr\xe9s Cardona remembers the scenes in his family photo albums, little rectangles of memories as faded as the images themselves.  birthdays, baptisms, weddings, Halloween and Christmas gatherings. Over time, these everyday moments that once filled his familys life in Colombia went from mundane to morbid.",these everyday moments that once filled his familys life in Colombia,c65f6ced-64de-5256-9492-7bf5bc9185bf_cap2_0,"Andrés Cardona remembers the scenes in his family photo albums, little rectangles",c65f6ced-64de-5256-9492-7bf5bc9185bf_cap0_2,little rectangles of memories,c65f6ced-64de-5256-9492-7bf5bc9185bf_cap1_3
194,c995cee7-c466-55e7-8767-e101a26d801b,"More than half a century after the groundbreaking exhibit The Negro Woman, the image announcing the show by the African-American collective Kamoinge still captivates. Taken by Louis Draper, who had a keen sense of light and shadow, the photograph shows an older black woman standing on a busy Harlem street corner. In the crowd, her face is finely in focus. She is tired, gazing off into the distance, as she waits, with serious dignity and grace.",an older black woman,c995cee7-c466-55e7-8767-e101a26d801b_cap1_2,"The Negro Woman, the image announcing the show by the African-American collective Kamoinge",c995cee7-c466-55e7-8767-e101a26d801b_cap2_2,"The photograph was taken by Louis Draper, who had a keen sense of light and shadow",c995cee7-c466-55e7-8767-e101a26d801b_cap0_3
195,cf5b9f79-57cf-5e68-8a6b-90b87024ed84,"Tod Papageorge was relatively new to Manhattan and photography when he set out in the mid-1960s to make his mark. While street photographers with black-and-white film darted around pedestrians and traffic, he was attracted to storefronts with their harmonized symmetry and varying shades of gold between jelly jars and cider jugs. Traditionally, black and white was the choice of street photography, and color was for commercial work. His contemporaries, Joel Meyerowitz and Garry Winogrand, urged him to use color.",Tod Papageorge was relatively new to Manhattan and photography when he set out in,cf5b9f79-57cf-5e68-8a6b-90b87024ed84_cap0_1,street photographers with black-and-white film,cf5b9f79-57cf-5e68-8a6b-90b87024ed84_cap2_2,"His contemporaries, Joel Meyerowitz and Garry Winogrand,",cf5b9f79-57cf-5e68-8a6b-90b87024ed84_cap1_1
196,d5e59de3-d0f6-5645-b0f8-ea601faca178,"Fabio Bucciarelli was named Photographer of the Year in the 76th Pictures of the Year International competition for a portfolio featuring his coverage of Gaza and the United States-Mexico border published by Yahoo News. Jessica Phelps was named Newspaper Photographer of the Year for her work at The Newark Advocate, her hometown newspaper in central Ohio. The Multimedia Photographer of the Year award went to Emily Kassie of the Marshall Project.",Fabio Bucciarelli,d5e59de3-d0f6-5645-b0f8-ea601faca178_cap2_0,Fabio Bucciarelli was named Photographer of the Year in the 76th Pictures,d5e59de3-d0f6-5645-b0f8-ea601faca178_cap0_3,The Multimedia Photographer of the Year award,d5e59de3-d0f6-5645-b0f8-ea601faca178_cap1_0
